Cbc News,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages,2020-03-27 08:00:00,recognizing that most active ingredients for drugs come from India and China and medical supply chains have been disrupted by the spread of COVID-19.,Coronavirus a wake-up call for Canadas prescription drug supply,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages
Cbc News,Airlines around the world have started to cancel more and more flights to China as coronavirus fears have dragged down demand for air travel in the area.,2020-01-29 17:13:00,Airlines around the world have started to cancel more flights to China as coronavirus fears have dragged down demand for air travel in the area. Air Canada normally runs 33 flights a week to China out of Toronto,Air Canada suspends all flights to Beijing and Shanghai amid coronavirus outbreak,Vancouver and Montreal but on Wednesday the airline announced it would halt all flights to Beijing and Shanghai until the end of February at least. Air Canadas last flights departing Canada will operate today and the return flights will operate from Beijing and Shanghai tomorrow
"",Canada confirmed its first presumptive case of coronavirus in Toronto on Saturday as the number of infections worldwide surpassed 1,2020-01-25 22:18:00,900 cases.,Canadas 1st presumptive case of coronavirus found in Toronto,Canada confirmed its first presumptive case of coronavirus in Toronto as the number of infections worldwide surpasses 1
"",2020-01-27 14:01:00,says medical officer of health,The top doctor for London and Middlesex said the “chances are fair” that the region could see a case of the coronavirus,Chances are fair that coronavirus comes to London,and that the health care industry is “preparing as if there’s a case coming for sure.”
City Hall Reporter,Lauren.Pelley Cbc.Ca,Municipal Affairs. Contact Her At,SARS survivor,Lauren Pelley Is A Cbc Reporter In Toronto Covering City Hall,retired paramedic warns front-line workers need protection against coronavirus
Cbc News,2020-02-11 19:15:00,B.C.s provincial health officer says,Dr. Bonnie Henry says no new cases of coronavirus have been reported in B.C. in the past week.,No new cases of coronavirus in past week,Dr. Bonnie Henry says no new cases of coronavirus have been reported in B.C. in the past week. There are currently four confirmed cases of the virus in the province
Cbc News,Health officials have confirmed the first case of the coronavirus in British Columbia.,2020-01-30 02:44:00,Health officials have confirmed the first case of the coronavirus in British Columbia.  A man in his 40s — who was earlier presumed to have contracted the virus — was confirmed to be infected after testing by the National Microbiology Laboratory in Winnipeg. The patient is in isolation at home,Officials confirm first case of coronavirus in B.C.,the office of the provincial health officer said in a statement Wednesday.  The risk of spread of this virus within British Columbia remains low at this time. The man
Alicia Bridges Is A Digital,2020-02-04 20:43:00,Regina resident stranded in coronavirus-affected China with no passport feels abandoned by authorities,A Saskatchewan man in a coronavirus-affected region of China says he feels the window for him to return to Canada is closing as he waits for the Canadian government to help him get his passport back from a Chinese visa office.,Broadcast Journalist At Cbc Saskatoon. Email Her At Alicia.Bridges Cbc.Ca.,A Saskatchewan man in a coronavirus-affected region of China says he feels the window for him to return to Canada is closing as he waits for the Canadian government to help him get his passport back from a Chinese visa office. For me its just like Im working against the clock because the longer this goes on the more A
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
Thomson Reuters,The U.S. State Department increased its travel advisory for China on Thursday,2020-01-30 12:01:00,as the death toll from a fast-spreading virus rose to 213 and the World Health Organization (WHO) declared a global health emergency.,U.S. issues do not travel warning as coronavirus death toll in China rises,The U.S. State Department increased its travel advisory for China on Thursday
The Associated Press,2020-01-24 07:33:00,more cases reported in China,The death toll from the coronavirus outbreak has risen to 41,Coronavirus death toll climbs to 41,as China rushes to build a hospital to deal with the deadly virus that has sickened over 1
Senior Writer,Mail,His Work Has Appeared In The Globe,The Financial Post,Pete Evans Is The Senior Business Writer For Cbcnews.Ca. Prior To Coming To The Cbc,The Toronto Star
Cbc News,Health officials have confirmed the first case of the coronavirus in British Columbia.,2020-01-30 02:44:00,Health officials have confirmed the first case of the coronavirus in British Columbia.  A man in his 40s — who was earlier presumed to have contracted the virus — was confirmed to be infected after testing by the National Microbiology Laboratory in Winnipeg. The patient is in isolation at home,Officials confirm first case of coronavirus in B.C.,the office of the provincial health officer said in a statement Wednesday.  The risk of spread of this virus within British Columbia remains low at this time. The man
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
The Associated Press,2020-01-24 07:33:00,more cases reported in China,The death toll from the coronavirus outbreak has risen to 41,Coronavirus death toll climbs to 41,as China rushes to build a hospital to deal with the deadly virus that has sickened over 1
Senior Writer,Mail,His Work Has Appeared In The Globe,The Financial Post,Pete Evans Is The Senior Business Writer For Cbcnews.Ca. Prior To Coming To The Cbc,The Toronto Star
"",2020-01-26 15:20:00,but say risk of outbreak in Canada remains low,Health officials say the risk of an outbreak of the coronavirus in Canada remains low,Health officials expect more coronavirus cases,but they expect more cases.
Cbc News,Stay up to date on the coronavirus outbreak and what it means for Canadians.,2020-02-11 19:00:00,The latest:  Death toll in mainland China tops 1,What you need to know now about coronavirus: WHO gives illness a new name as death toll rises,113
"",2020-01-26 19:23:00,people wonder how open government is being over coronavirus,The 2003 SARS outbreak left 44 Canadians dead,In China,but it wasn’t documented on social media. That’s because Facebook
Erik White Is A Cbc Journalist Based In Sudbury. He Covers A Wide Range Of Stories About Northern Ontario. Connect With Him On Twitter,2020-02-20 12:26:00,We both cried: Callander couple heading home after two weeks trapped on cruise ship with coronavirus,The dozens of Canadians who have been trapped aboard a cruise ship infected with coronavirus for the past two weeks are about to go home,Erikjwhite. Send Story Ideas To Erik.White Cbc.Ca,including a couple from Callander.
"",An Ontario school board is urging parents to not make assumptions about the new coronavirus that could stoke xenophobia and racism against the Chinese community.,2020-01-28 18:17:00,An Ontario school board is urging parents to not make assumptions about the new coronavirus that could stoke xenophobia and racism against the Chinese community. Following the discovery of two cases of the virus in Toronto,Ontario school board concerned parents petition prompted by coronavirus fears could stoke racism,thousands of parents signed a petition calling on the York Region District School Board to keep students whose family have visited China home from school for 17 days. (The virus outbreak began last month in Wuhan in the countrys Hubei province.) The petition also demands that schools keep track of these students travels and inform other parents so they can decide whether to pull their kids out of class. In response to the petition
Taryn Grant Is A Halifax-Based Reporter For Cbc Nova Scotia. Get In Touch With Her Email At Taryn.Grant Cbc.Ca,2020-03-26 15:18:00,but experts say dont fear hospitals,The Association of Nova Scotia Midwives says there has been an influx of requests for information about home births in light of the COVID-19 pandemic. But it says home births should be planned well in advance and not done out of fear.,Demand for home births in N.S. spikes,Facing tightening restrictions and the possibility of added strain at Nova Scotias hospitals
The Associated Press,2020-01-25 10:57:00,total death toll now 56,Chinas leader has called the accelerating spread of the coronavirus a grave situation,China reports 15 new coronavirus fatalities,as cities from the outbreaks epicentre in central China to Hong Kong scrambled to contain the illness.
The Associated Press,Health officials reported Thursday the first U.S. case of person-to-person spread of the coronavirus from China.,2020-01-30 18:09:00,Health officials Thursday reported the first U.S. case of person-to-person spread of the coronavirus from China. The individual is married to the Chicago woman who got sick from the virus after she returned from a trip to Wuhan,U.S. reports 1st case of person-to-person spread of coronavirus,China
"",Members of Ottawas Chinese community say theyre already preparing for the possibility the coronavirus may eventually spread to Canada.,2020-01-24 22:21:00,Members of Ottawas Chinese community say theyre already preparing for the possibility the coronavirus may eventually spread to Canada — including cancelling an event thats drawn thousands of people in the past. On Friday,Chinese New Year event in Ottawa cancelled as coronavirus concern spreads,the U.S. Centers for Disease Control and Prevention confirmed a second person been diagnosed with the virus in the United States after returning from the Chinese city of Wuhan. There have been no confirmed cases in Canada
"",Members of Ottawas Chinese community say theyre already preparing for the possibility the coronavirus may eventually spread to Canada.,2020-01-24 22:21:00,Members of Ottawas Chinese community say theyre already preparing for the possibility the coronavirus may eventually spread to Canada — including cancelling an event thats drawn thousands of people in the past. On Friday,Chinese New Year event in Ottawa cancelled as coronavirus concern spreads,the U.S. Centers for Disease Control and Prevention confirmed a second person been diagnosed with the virus in the United States after returning from the Chinese city of Wuhan. There have been no confirmed cases in Canada
Thomson Reuters,Chinas National Health Commission said on Thursday the total number of confirmed deaths from the coronavirus in the country has risen by 38 to 170 as of the end of day Wednesday,2020-01-30 00:11:00,as the number of infected patients rose by more than 1,Coronavirus death toll continues to rise in China as countries fly out citizens,700.
Cbc News,2020-01-22 00:29:00,say territories top doctors,Tourists in Yellowknife expressed mixed feelings about the new coronavirus outbreak on Tuesday. Sandy Lee,Risk of new coronavirus spreading to the North low,a traveller from San Francisco with roots in Hong Kong
Cbc News,While the World Health Organization has declared the novel coronavirus a public health emergency of international concern,2020-01-20 21:55:00,the risk of contracting the illness in the general population in Canada remains low.,What we know (and dont know) about the coronavirus outbreak,The epidemic of coronavirus worldwide has surpassed 100
Cbc News,As revellers get ready to celebrate the Chinese New Year in downtown Montreal,2020-01-25 10:00:00,participants can expect to see a couple of new additions to the colourful displays: hand sanitizers and face masks.,Chinese New Year celebrations to kick off in Montreal despite coronavirus worries,As revellers get ready to celebrate the Chinese New Year in downtown Montreal
Taryn Grant Is A Halifax-Based Reporter For Cbc Nova Scotia. Get In Touch With Her Email At Taryn.Grant Cbc.Ca,2020-03-26 15:18:00,but experts say dont fear hospitals,The Association of Nova Scotia Midwives says there has been an influx of requests for information about home births in light of the COVID-19 pandemic. But it says home births should be planned well in advance and not done out of fear.,Demand for home births in N.S. spikes,Facing tightening restrictions and the possibility of added strain at Nova Scotias hospitals
Mark Gollom Is A Toronto-Based Reporter With Cbc News. He Covers Canadian,Chinas coronavirus quarantine like using an atomic bomb to deal with outbreak,Current Affairs.,expert says,U.S. Politics,2020-01-27 09:00:00
Cbc News,Mayor Drew Dilken says Windsors only Chinese twin city wont receive the medical equipment it requested,2020-02-05 22:19:00,because there simply isnt enough supply available due to the ongoing global coronavirus outbreak.,High demand means Windsor cant provide Chinese twin city with medical supplies amid coronavirus outbreak,Mayor Drew Dilken says Windsors only Chinese twin city wont receive the medical equipment it requested
"",Canada has deployed a specialized unit of emergency response officials to China to co-ordinate the logistics of a planned airlift to repatriate Canadians as the number seeking to leave the region where the new coronavirus originated continues to increase.,2020-02-02 21:47:00,Canadians evacuated from the coronavirus-affected region of China will be quarantined for two weeks at a military base to prevent the virus from spreading,Canada to quarantine citizens evacuated from Wuhan for 2 weeks over coronavirus concerns,Global Affairs Canada said on Sunday. The department said the government has chartered a plane to airlift stranded Canadians out of Wuhan
Thomson Reuters,A resident of Washington state who returned from a trip to China late last week has been diagnosed with the new coronavirus that has sickened hundreds in China,2020-01-21 11:08:00,the U.S. Centers for Disease Control and Prevention says.,U.S. officials confirm first U.S. case of China coronavirus,A resident of Washington state who returned from a trip to China last week has been diagnosed with the new coronavirus that has sickened hundreds in China
Cbc News,Doctors in Alberta are being told to be on the lookout for a new,2020-01-21 17:29:00, SARS-like illness that originated in China,Alberta doctors advised to watch for new coronavirus as 1st North American case diagnosed,where it has killed six and made several hundred people sick
Thomson Reuters,The World Health Organization has delayed its decision on whether to declare the coronavirus outbreak an international emergency as Chinese state media report Wuhan,2020-01-22 19:23:00,the epicentre of the outbreak,WHO postpones decision on whether to declare emergency over coronavirus,has shut its transport networks.
Thomson Reuters,Countries around the world are planning to evacuate diplomatic staff and private citizens from Chinese areas hit by the new coronavirus,2020-01-27 19:24:00,which is spreading quickly.,Coronavirus: Countries that are evacuating nationals from Chinas virus areas,Countries around the world are planning to evacuate diplomatic staff and private citizens from Chinese areas hit by the coronavirus
Cbc News,Four new cases of COVID-19 have been confirmed by health units in northeastern Ontario.,2020-03-26 14:36:00,Four new cases of COVID-19 have been confirmed by health units in northeastern Ontario. On Wednesday evening,Health units report 4 new COVID-19 cases in northeastern Ontario,Public Health Sudbury & Districts say there are two new cases in its district. The Porcupine Health Unit also reported two new cases as well. In the Sudbury area
"",Canada has deployed a specialized unit of emergency response officials to China to co-ordinate the logistics of a planned airlift to repatriate Canadians as the number seeking to leave the region where the new coronavirus originated continues to increase.,2020-02-02 21:47:00,Canadians evacuated from the coronavirus-affected region of China will be quarantined for two weeks at a military base to prevent the virus from spreading,Canada to quarantine citizens evacuated from Wuhan for 2 weeks over coronavirus concerns,Global Affairs Canada said on Sunday. The department said the government has chartered a plane to airlift stranded Canadians out of Wuhan
Thomson Reuters,China reported 25 more deaths in its coronavirus outbreak on Tuesday,2020-01-27 11:48:00,bringing the death toll to at least 106.,China reports 25 more coronavirus deaths as Germany reports its 1st case,China reported 25 more deaths in its coronavirus outbreak on Tuesday
Thomson Reuters,The World Health Organization has delayed its decision on whether to declare the coronavirus outbreak an international emergency as Chinese state media report Wuhan,2020-01-22 19:23:00,the epicentre of the outbreak,WHO postpones decision on whether to declare emergency over coronavirus,has shut its transport networks.
"",Health officials in Ontario announced on Monday morning that there is a second presumed case of coronavirus in Canada. The second individual,2020-01-27 09:00:00,who is in isolation,Coronavirus in Canada: What are the next steps to contain the disease here?,is the wife of a presumed coronavirus patient who travelled to Toronto from Wuhan
Thomson Reuters,Countries around the world are planning to evacuate diplomatic staff and private citizens from Chinese areas hit by the new coronavirus,2020-01-27 19:24:00,which is spreading quickly.,Coronavirus: Countries that are evacuating nationals from Chinas virus areas,Countries around the world are planning to evacuate diplomatic staff and private citizens from Chinese areas hit by the coronavirus
The Associated Press,Zimbabwes public hospital doctors and nurses went on strike Wednesday over a lack of protective gear as the coronavirus begins to spread in a country whose health system has almost collapsed.,2020-03-25 19:24:00,Zimbabwes public hospital doctors and nurses went on strike Wednesday over a lack of protective gear as the coronavirus begins to spread in a country whose health system has almost collapsed. Its the latest blow to a nation where some patients families are asked to provide such basics as gloves and clean water. Right now we are exposed and no one seems to care,Medical workers in Zimbabwe strike over lack of protective gear,said Zimbabwe Hospital Doctors Association president
The Canadian Press,At least one event in the Lower Mainland has been cancelled over fears of coronavirus.,2020-01-26 19:59:00,Lunar New Year celebrations lit up Vancouvers Chinatown with firecrackers and colourful lion dancers on Sunday,Canadians celebrate Lunar New Year despite concerns over coronavirus,though at least one other event in the Lower Mainland was cancelled over fears of the new coronavirus. The Live in Langley Chinese Association cancelled its gala
"",Municipalities will be hardest hit in responding to the COVID-19 pandemic,2020-03-26 18:45:00,says the Association of Municipalities Ontario. The group has asked the province to give them money so they dont have to go into the red while they fund services such as paramedics.,Ontario municipalities worry about going in the red as COVID-19 drains coffers,A group representing Ontarios municipalities is asking the province to commit enough cash to keep cities from going into debt amid concerns that COVID-19 will throw them into a fiscal hole so deep they cant climb out. Brian Rosborough
Provincial Affairs Reporter,Mike Filed Stories Countries In Africa As A Freelance Journalist,Flaws In OntarioS Welfare-Payment Computer System. Before Joining The Cbc In,Worked As A Newspaper Reporter In B.C.,Mike Crawley Is Provincial Affairs Reporter In Ontario For Cbc News. He Has Won Awards For His Reporting On The Ehealth Spending Scandal,Twitter
The Associated Press,2020-01-31 20:35:00,stock markets end fearful week with more losses,The Dow Jones Industrial Average slumped more than 600 points or two per cent on Friday as a virus outbreak that originated in China continued to widen,Skittish over coronavirus,stoking stock investors worries about the potential global economic fallout.
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
Cbc News,The Manitoba government is spending nearly 8 million on its flood protection program — a jump from the 3-million cap initially placed on the one-time program,2020-03-26 22:10:00,Infrastructure Minister Ron Schuler said on Thursday.,Manitoba boosts flood protection program by nearly 5M,The Manitoba government is spending nearly 8 million on its 2020 flood protection program — a jump from the 3-million cap initially placed on the one-time program
"",2020-02-10 15:06:00,isolation rules as global number of coronavirus cases climbs,Canada has no immediate plans to impose stronger border controls or isolation protocols,No immediate plan to change Canadas travel,but the rules could change at any time based on the evolution of the coronavirus
"",The coronavirus has killed hundreds of people,2020-02-07 09:00:00,pushed the airline industry into chaos and thrown a wrench into the plans of businesses around the world. And even one of the worlds most popular drinks isnt immune to the viruss impact.,How the coronavirus has helped push down the wholesale price of coffee 30% in a month,The coronavirus has had a contagion effect on many aspects of the worlds economy
Cbc News,2020-01-21 17:38:00,Quebec hospitals take precautionary measures over coronavirus,Quebecs public health minister says doctors in the provinces hospitals are prepared should any instance of a new coronavirus originating in China be detected.,Trudeau airport,Quebecs public health minister says doctors in the provinces hospitals are prepared should any instance of a new coronavirus originating in China be detected.  Our specialized doctors
Thomson Reuters,2020-01-24 19:41:00,delays film premieres over coronavirus spread,Lunar New Year is usually one of the biggest box office periods in China. But this year,China closes cinemas,studios have postponed the premieres of at least seven movies and many theatres have closed due to an outbreak of a new strain of coronavirus.
The Associated Press,WHO warns epidemic must not spread out of control,000,2020-02-10 11:53:00,Coronavirus deaths in China pass 1,The death toll in China climbed above 1
The Associated Press,2020-01-24 21:35:00,U.S. and elsewhere,France on Friday announced three confirmed cases of the coronavirus,France confirms 3 cases as coronavirus outbreak spreads to Europe,the first reported in Europe
Anjuli Patil Is A Reporter,says top N.S. health official,No need to get symptom-free workers tested for coronavirus,2020-01-31 19:57:00,Occasional Video Journalist With Cbc Nova ScotiaS Digital Team.,Nova Scotias top health official says theres no medical rationale for employers to be asking employees who recently traveled to China to get tested for coronavirus if theyre not showing any symptoms.
Ryan Cooke Works For Cbc Out Of Its Bureau In St. JohnS.,2020-01-29 22:05:00,Chinese students cancel New Year event in St. Johns over coronavirus fears,A group of Chinese students at Memorial University has cancelled a Chinese New Year celebration with public health concerns in mind,Read More Articles This Author,despite health officials saying coronavirus is a very minor risk in Newfoundland and Labrador.
Cbc News,Follow the spread of the new coronavirus across the globe with this map from the Johns Hopkins University Center for Systems Science and Engineering,2020-01-23 20:42:00,which will be updated daily.,Follow the spread of the new coronavirus with this interactive map,Follow the spread of the new coronavirus across the globe with this map from the Johns Hopkins University Center for Systems Science and Engineering
Cbc News,2020-01-29 19:03:00,but province says its prepared,Quebec Health Minister Danielle McCann said Wednesday the province is ready to deal with an outbreak of coronavirus,No known cases of coronavirus in Quebec,even as her ministry reported there are no known cases in the province.
"",The coronavirus has killed hundreds of people,2020-02-07 09:00:00,pushed the airline industry into chaos and thrown a wrench into the plans of businesses around the world. And even one of the worlds most popular drinks isnt immune to the viruss impact.,How the coronavirus has helped push down the wholesale price of coffee 30% in a month,The coronavirus has had a contagion effect on many aspects of the worlds economy
Anjuli Patil Is A Reporter,says top N.S. health official,No need to get symptom-free workers tested for coronavirus,2020-01-31 19:57:00,Occasional Video Journalist With Cbc Nova ScotiaS Digital Team.,Nova Scotias top health official says theres no medical rationale for employers to be asking employees who recently traveled to China to get tested for coronavirus if theyre not showing any symptoms.
Thomson Reuters,Japan has confirmed the first case of infection from the new China coronavirus,2020-01-16 05:31:00,the health ministry said on Thursday. The man had been to the Chinese city of Wuhan,Japan confirms 1st case of mysterious pneumonia linked to China,where there has been an outbreak of pneumonia believed to be caused by the new coronavirus strain.
The Associated Press,WHO warns epidemic must not spread out of control,000,2020-02-10 11:53:00,Coronavirus deaths in China pass 1,The death toll in China climbed above 1
The Canadian Press,2020-01-23 19:45:00,health minister says,Federal Health Minister Patty Hajdu says several people in Canada are under observation for signs they may have contracted a coronavirus from China,Risk of new coronavirus to Canadians low,but that the risk to Canadians remains low.
The Associated Press,China broadened its unprecedented,2020-01-23 09:01:00,open-ended lockdowns to encompass more than 20.5 million people Friday to try to contain a deadly new virus that has sickened hundreds,China expands lockdowns to include 6 cities in bid to stop coronavirus,even though the measures potential for success is uncertain.
Yvette Brend Is A Cbc Vancouver Journalist. Yvette.Brend Cbc.Ca,2020-02-04 19:28:00,life in quarantine and relief at escaping coronavirus epicentre,Lauren Williams says her family had less than an hour to get to the Wuhan airport Friday,One familys mad dash to Wuhan airport,after the U.K. Foreign Office suddenly allowed her to fly out of China with her British husband.
"",The P.E.I. Firefighters Association are looking at ways to keep firefighters safe during the COVID-19 outbreak.,2020-03-26 19:00:00,The P.E.I. Firefighters Association is looking at ways to keep firefighters safe during the COVID-19 outbreak. A conference call was held Tuesday with government officials and the association and one of the things discussed was a decision Nova Scotia has made to not send firefighters out on medical calls due to the risk of them becoming infected. However,P.E.I. firefighters taking medical calls but adding precautions due to COVID-19,P.E.I. firefighters will still be going on medical calls
Cbc News,2020-03-25 18:52:00,supplies for hospitals during pandemic,The province wants local businesses to help provide products and supplies that are being used more often because of the COVID-19 pandemic,Health minister asks Manitoba businesses to provide products,Manitoba Health Minister Cameron Friesen said Wednesday at a news conference.
"",2020-02-05 02:30:00,says Ontario passenger charged after flight forced to turn back,An Ontario man who caused a WestJet flight to turn around and fly back to Toronto claims his intent was to create a viral video when he suggested on the plane that he may be sick with the new coronavirus.,Coronavirus not something to joke about,An Ontario man who caused a WestJet flight to turn around and fly back to Toronto claims his intent was to create a viral video when he suggested on the plane that he may be sick with the new coronavirus. It certainly wasnt a smart thing to do
"",A press release from Nunatsiaq also says that while the company was making the decision,2020-03-26 18:58:00,the printing plant the newspaper works with announced it was closing.,Nunatsiaq News suspending print edition because of COVID-19,Nunatsiaq News has announced it is suspending its print edition because of COVID-19.  Publisher Michael Roberts pointed out that changing flight schedules had slowed down paper delivery. There was no point in printing a newspaper we couldnt get to the readers
Thomson Reuters,Thailand has found a second case of a new Chinese coronavirus,2020-01-17 17:08:00,a 74-year-old woman from Chinas central city of Wuhan.,U.S. to screen passengers for new China coronavirus at 3 airports,The United States will begin screening at three major airports people coming from central Chinese city of Wuhan for the newly-identified coronavirus that has killed two people and infected at least 40 more in China
The Associated Press,Japan confirms first infection from new coronavirus in a man returning from Wuhan,2020-01-16 15:18:00,China.,Patient in Japan infected with new coronavirus from China,Japans government says a man treated for pneumonia after returning from China has tested positive for the new coronavirus identified as a possible cause of an outbreak in the Chinese city of Wuhan. The man became sick while in Wuhan earlier this month
The Associated Press,Japan confirms first infection from new coronavirus in a man returning from Wuhan,2020-01-16 15:18:00,China.,Patient in Japan infected with new coronavirus from China,Japans government says a man treated for pneumonia after returning from China has tested positive for the new coronavirus identified as a possible cause of an outbreak in the Chinese city of Wuhan. The man became sick while in Wuhan earlier this month
Cbc News,2020-01-26 14:00:00,vaccination rates falling short: CBCs Marketplace consumer cheat sheet,CBCs Marketplace rounds up the consumer and health news you need from the week.,Coronavirus facts,Miss something this week? Dont panic. CBCs Marketplace rounds up the consumer and health news you need. Want this in your inbox? Get the Marketplace newsletter every Friday. What you need to know about the new coronavirus Many of us have lots of questions about the new coronavirus outbreak
Thomson Reuters,2020-01-19 20:39:00,3rd death as coronavirus spreads,An outbreak of coronavirus in China has spread to more cities,China reports sharp rise in new cases of pneumonia,with a third death reported and the total number of people infected topping 200
"",The quarantine applied to a section of central China in response to the coronavirus is having a major impact on something seemingly a world away: hockey sticks in the NHL.,2020-02-11 20:18:00,The quarantine applied to a section of central China in response to the coronavirus is having a major impact on something seemingly a world away: hockey sticks in the NHL. Bauer Hockey makes its custom hockey sticks at a factory in central China,Coronavirus shuts down custom hockey stick factory that serves NHL players,the part of the world thats the epicentre of the outbreak. In an attempt to halt the spread of the disease
The Associated Press,Human-to-human transmission has been confirmed in an outbreak of a new coronavirus,2020-01-20 16:19:00,the head of a Chinese government expert team says,China confirms human-to-human transmission of new coronavirus,as the total number of cases more than triples and the virus spreads to other cities in China.
Cbc News,A Winnipeg researcher is staying home from work until hes sure he didnt contract the potentially deadly coronavirus — which has now prompted a World Health Organization panel to declare a public health emergency of international concern — on a recent trip to China.,2020-01-30 17:06:00,A highly anticipated event celebrating the Lunar New Year next weekend has been postponed — and organizer Gary Liu says its just one example of how cautious Winnipegs Chinese community is being in the middle of the deadly coronavirus outbreak. The event was first thrown into uncertainty last week,Winnipegs Chinese community vigilant amid coronavirus outbreak: Dont want to give it any chance,when the Hebei Acrobatic Troupe scheduled to headline was forbidden from leaving China. The group is based in the countrys Hebei province
Health Writer,Science News At Cbc Since She Has A Degree In Environmental Science,Medical,A MasterS In Journalism.,Amina Zafar Has Covered Health,How Canadian hospitals and airports are preparing for new coronavirus
"",The National Music Centre in Calgary has laid off 77 per cent of its staff and rolled back wages for the small remaining team,2020-03-25 20:43:00,due to the impacts of the global novel coronavirus pandemic.,77% of National Music Centre staff temporarily laid off due to COVID-19 cancellations,The National Music Centre in Calgary has laid off 77 per cent of its staff and rolled back wages for the small remaining team
"",2020-03-25 19:44:00,bringing total to 419,Alberta reported 61 new cases of COVID-19 on Wednesday,Alberta reports 61 new COVID-19 cases,bringing the total so far to 419.
Thomson Reuters,2020-01-13 16:47:00,1st case outside China,Traveller from Wuhan,Woman with new coronavirus quarantined in Thailand,China
The Associated Press,Stocks fell on Wall Street in afternoon trading Tuesday amid global jitters about a virus outbreak in China. Canadas main stock index fell for the first time in seven sessions on concerns about the outbreak.,2020-01-21 16:11:00,Stocks fell on Wall Street in afternoon trading Tuesday amid global jitters about a virus outbreak in China. The slide came on the first trading day of a holiday-shortened week in the U.S. and followed losses in global markets amid deepening concerns that the new coronavirus spreading in the worlds second-largest economy could hurt tourism and ultimately economic growth and corporate profits. Canadas main stock index fell for the first time in seven sessions on concerns about the outbreak. The S&P/TSX composite index closed down 25.11 points at 17,Stock markets down on growing concern about coronavirus in China,572.28. Six people have died
"",2020-03-25 19:44:00,bringing total to 419,Alberta reported 61 new cases of COVID-19 on Wednesday,Alberta reports 61 new COVID-19 cases,bringing the total so far to 419.
City Hall Reporter,Lauren.Pelley Cbc.Ca,Municipal Affairs. Contact Her At,Dont panic when you see paramedics with masks. Its not necessarily a coronavirus case,Lauren Pelley Is A Cbc Reporter In Toronto Covering City Hall,2020-01-31 10:00:00
"",Volker Gerdts at the University of Saskatchewan has requested to work with the virus through the Public Health Agency of Canada’s National Microbiology Laboratory in Winnipeg.,2020-01-21 11:00:00,Researchers at the University of Saskatchewan are aiming to develop a vaccine that could help address an outbreak of coronavirus that has killed six people in China.  On Monday,Sask. researchers aiming to develop a vaccine for coronavirus outbreak in China,Chinese health officials on the frontline of the outbreak confirmed to state media that human-to-human transmission of the virus has occurred and the number of cases has more than tripled
Cbc News,2020-03-25 21:39:00,Ontarios near the bottom,Ontario has roughly 12 ventilators per 100,When it comes to ventilators per capita,000 people
Senior Writer,Mail,His Work Has Appeared In The Globe,The Financial Post,Pete Evans Is The Senior Business Writer For Cbcnews.Ca. Prior To Coming To The Cbc,The Toronto Star
"",A grocery store in Souris,2020-03-26 15:00:00,P.E.I.,P.E.I. grocery store screening for COVID-19 because of nearby Magdalen Islands ferry, has introduced COVID-19 screening measures at its entrance because of its proximity to the Souris ferry terminal
"",2020-02-06 09:00:00,and other coronavirus airlift questions,As Canadians are airlifted out of Wuhan,Why its taking so long to get Canadians out of Wuhan,China
Cbc News,2020-03-25 21:39:00,Ontarios near the bottom,Ontario has roughly 12 ventilators per 100,When it comes to ventilators per capita,000 people
Cbc News,As some businesses like bars and movie theatres temporarily shut their doors due to the coronavirus pandemic,2020-03-25 13:00:00,some liquor and cannabis stores are seeing a spike in business.,Edmonton liquor and cannabis stores see surge in business during COVID-19 pandemic,As some businesses like bars and movie theatres temporarily shut their doors due to the coronavirus pandemic
"",Canadas public health agency will implement signage and a health screening question at electronic kiosks.,2020-01-20 22:06:00,Passengers at the Vancouver International Airport will encounter new screening measures as Canadian health officials keep a close eye on Chinas coronavirus outbreak,Screening measures initiated at Vancouver airport for China coronavirus outbreak,which has killed three people and infected more than 200. The Public Health Agency of Canada says it will introduce messaging over the coming week on arrivals screens reminding travellers from Wuhan
Thomson Reuters,2020-01-12 18:56:00,WHO says,An outbreak of respiratory illness that has killed one person in China and infected 40 others appears to be linked to a single seafood market in the central city of Wuhan and has not so far spread beyond there,Chinas mystery coronavirus isnt currently spreading,the World Health Organization said on Sunday.
Medical Science,Current Affairs,Has Spent Years Reporting On A Wide Range Of National News,With A Particular Interest In Science,Kelly Crowe Is A Science Correspondent For Cbc News. She Joined Cbc In,Were opening everything: Scientists share coronavirus data in unprecedented way to contain
